filename,width,height,class,xmin,ymin,xmax,ymax
0048_jpeg.rf.ba8f95271859549112393d661f60e319.jpg,256,170,Door,63,57,191,134
0048_jpeg.rf.ba8f95271859549112393d661f60e319.jpg,256,170,Fender,183,83,228,111
0048_jpeg.rf.ba8f95271859549112393d661f60e319.jpg,256,170,Fender,26,63,76,105
damage_939_jpg.rf.b9120112f0cb8793ed0705ce4130c6f6.jpg,256,170,Windshield,0,2,254,122
damage_939_jpg.rf.b9120112f0cb8793ed0705ce4130c6f6.jpg,256,170,Bonnet,4,96,254,170
damage_5825_jpg.rf.ba4992d04bca0faf7bfd2e480666c0cd.jpg,256,170,Bumper,82,33,256,141
major_104_jpg.rf.b90b96660331c7b7cd3491ceb17d147f.jpg,256,170,Bonnet,100,64,183,96
major_104_jpg.rf.b90b96660331c7b7cd3491ceb17d147f.jpg,256,170,Fender,115,73,204,135
major_104_jpg.rf.b90b96660331c7b7cd3491ceb17d147f.jpg,256,170,Windshield,184,46,239,73
major_104_jpg.rf.b90b96660331c7b7cd3491ceb17d147f.jpg,256,170,Door,203,38,254,134
major_104_jpg.rf.b90b96660331c7b7cd3491ceb17d147f.jpg,256,170,Bumper,94,112,136,149
major_104_jpg.rf.b90b96660331c7b7cd3491ceb17d147f.jpg,256,170,Light,96,96,117,113
damage_4763_jpg.rf.b8bf544e8dfbab93013676cded9d86ee.jpg,256,170,Door,0,0,256,170
moderate_171_jpg.rf.b9ed2156535c40dcc9abdd20b8ea2a4a.jpg,256,194,Bumper,22,73,215,152
moderate_171_jpg.rf.b9ed2156535c40dcc9abdd20b8ea2a4a.jpg,256,194,Dickey,38,70,152,111
moderate_300_jpg.rf.ba76eef93d12b4881e57999319b13d79.jpg,256,191,Fender,39,2,218,180
moderate_300_jpg.rf.ba76eef93d12b4881e57999319b13d79.jpg,256,191,Bumper,134,101,256,191
damage_6276_jpg.rf.bab937f5ecdb2495b11aa5329970e9a5.jpg,256,191,Bumper,0,0,235,178
moderate_154_jpg.rf.ba85e0e21237ace7423f0d88c1b789ce.jpg,256,143,Bonnet,128,5,256,77
moderate_154_jpg.rf.ba85e0e21237ace7423f0d88c1b789ce.jpg,256,143,Bonnet,22,2,55,30
moderate_154_jpg.rf.ba85e0e21237ace7423f0d88c1b789ce.jpg,256,143,Bumper,19,52,198,113
moderate_154_jpg.rf.ba85e0e21237ace7423f0d88c1b789ce.jpg,256,143,Fender,197,34,255,114
moderate_154_jpg.rf.ba85e0e21237ace7423f0d88c1b789ce.jpg,256,143,Bonnet,43,2,178,47
moderate_124_jpg.rf.ba8ad5919f4b3fa6f45913484fc61911.jpg,256,143,Door,12,1,255,141
damage_3652_jpg.rf.ba9a312077421460699f9b8cac8a0c38.jpg,256,170,Bumper,87,60,217,122
major_358_jpg.rf.bae78ac34278a3d4c07a827c7044223e.jpg,256,191,Door,152,63,201,128
minor_86_jpg.rf.bae71e64e3a43988f3f8fcb990ee88b2.jpg,256,191,Bonnet,33,16,229,138
minor_86_jpg.rf.bae71e64e3a43988f3f8fcb990ee88b2.jpg,256,191,Bumper,0,90,239,191
damage_8038_jpg.rf.bac6838954789f04037dd3ca8d5a2ba0.jpg,256,170,Fender,44,2,122,93
damage_8038_jpg.rf.bac6838954789f04037dd3ca8d5a2ba0.jpg,256,170,Door,121,16,211,93
damage_8038_jpg.rf.bac6838954789f04037dd3ca8d5a2ba0.jpg,256,170,Bumper,0,66,84,165
damage_1169_jpg.rf.bacca55dba18769d95dfd37cd5c00145.jpg,256,191,Door,4,3,256,186
damage_7970_jpg.rf.b9fcf2207b0de1166257e07a11d9545d.jpg,256,172,Windshield,0,0,256,172
0193_JPEG.rf.bafce902b426e8ba0fbe4d87593643d2.jpg,256,191,Light,88,27,155,69
0193_JPEG.rf.bafce902b426e8ba0fbe4d87593643d2.jpg,256,191,Bumper,58,66,185,148
minor_149_jpg.rf.bb1467aa625316457b27bf1f6fa8a383.jpg,163,256,Bumper,14,132,111,207
moderate_150_jpg.rf.bae9b93736eb5057efde82e5b2d90a4f.jpg,256,191,Bonnet,1,0,244,75
damage_4812_jpg.rf.bb03107d20d0f49e1b2165ef907140da.jpg,256,170,Door,0,9,256,170
0141_JPEG.rf.bb1dca398060d930c1cb9fb9d6102f86.jpg,256,178,Bumper,47,101,164,134
0141_JPEG.rf.bb1dca398060d930c1cb9fb9d6102f86.jpg,256,178,Light,55,88,77,106
0141_JPEG.rf.bb1dca398060d930c1cb9fb9d6102f86.jpg,256,178,Dickey,69,43,150,110
minor_57_jpg.rf.bb22dd5be1b6daa30f5682b41fd0a3a6.jpg,256,128,Door,127,14,182,78
damage_4839_jpg.rf.bb42dc523f48eee800ce86a76ed264b8.jpg,256,192,Bumper,78,9,256,192
moderate_74_jpg.rf.bb3edb34ef99637dc2f14cb6a4170d38.jpg,256,191,Bonnet,63,13,221,84
moderate_74_jpg.rf.bb3edb34ef99637dc2f14cb6a4170d38.jpg,256,191,Bumper,104,90,212,156
moderate_74_jpg.rf.bb3edb34ef99637dc2f14cb6a4170d38.jpg,256,191,Light,108,86,169,112
damage_796_jpg.rf.bb44f83f6cc97f331384929b8996fa35.jpg,256,147,Windshield,83,14,187,39
damage_796_jpg.rf.bb44f83f6cc97f331384929b8996fa35.jpg,256,147,Bonnet,91,36,229,72
damage_796_jpg.rf.bb44f83f6cc97f331384929b8996fa35.jpg,256,147,Bumper,103,78,254,120
damage_796_jpg.rf.bb44f83f6cc97f331384929b8996fa35.jpg,256,147,Light,221,54,241,72
damage_6503_jpg.rf.bb7927c5780ccfa03ce0c924cc2f4a93.jpg,256,192,Light,1,1,196,128
damage_6503_jpg.rf.bb7927c5780ccfa03ce0c924cc2f4a93.jpg,256,192,Bumper,0,131,256,192
damage_6131_jpg.rf.bb517044d943d2b29f045ac07a172559.jpg,256,170,Bumper,32,80,188,168
damage_6131_jpg.rf.bb517044d943d2b29f045ac07a172559.jpg,256,170,Light,31,47,164,101
damage_6131_jpg.rf.bb517044d943d2b29f045ac07a172559.jpg,256,170,Bonnet,59,0,142,52
major_124_jpg.rf.bb4834c172c8c98f14d2c8b0a6e1c4f2.jpg,256,191,Bonnet,33,5,254,100
major_124_jpg.rf.bb4834c172c8c98f14d2c8b0a6e1c4f2.jpg,256,191,Bumper,17,64,229,189
major_124_jpg.rf.bb4834c172c8c98f14d2c8b0a6e1c4f2.jpg,256,191,Light,144,97,229,136
damage_6686_jpg.rf.bb89e1b04f86bf137974d56f3c5d8101.jpg,256,170,Windshield,0,0,256,170
major_160_jpg.rf.bb86942f9a46b60a6c0c996ad04bfa73.jpg,256,191,Bonnet,16,52,135,102
major_160_jpg.rf.bb86942f9a46b60a6c0c996ad04bfa73.jpg,256,191,Bumper,6,92,91,159
major_160_jpg.rf.bb86942f9a46b60a6c0c996ad04bfa73.jpg,256,191,Fender,75,79,131,119
damage_738_jpg.rf.bb9c053ec6a1e86a76e8f2631c84f489.jpg,256,166,Fender,47,52,197,161
damage_3890_jpg.rf.bb974772cc646677e962f53d419cc7e4.jpg,256,192,Fender,132,0,256,192
damage_3890_jpg.rf.bb974772cc646677e962f53d419cc7e4.jpg,256,192,Light,13,30,126,171
0008_JPEG.rf.bbacb326eb2cd6393f87a5f191c11454.jpg,256,191,Windshield,19,16,225,75
0001_JPEG.rf.bbab7a9463114788f10db6e2f5c8d740.jpg,256,181,Door,135,29,256,121
0001_JPEG.rf.bbab7a9463114788f10db6e2f5c8d740.jpg,256,181,Bonnet,31,62,119,100
0001_JPEG.rf.bbab7a9463114788f10db6e2f5c8d740.jpg,256,181,Fender,77,75,129,128
0001_JPEG.rf.bbab7a9463114788f10db6e2f5c8d740.jpg,256,181,Bumper,18,81,70,124
damage_7038_jpg.rf.bba862ac6dd4c5deff06d54e8db436a9.jpg,256,192,Light,97,6,250,190
damage_7038_jpg.rf.bba862ac6dd4c5deff06d54e8db436a9.jpg,256,192,Bumper,116,126,256,192
moderate_185_jpg.rf.bbb6609478e4d5f97489a1330cd0b532.jpg,256,179,Fender,67,71,112,105
damage_3951_jpg.rf.bbaa2567d3397bf916d9257dda5608a8.jpg,256,170,Door,34,0,195,150
moderate_242_jpg.rf.bbdd0e5ed9ef8db8b782680d7a909851.jpg,256,181,Light,105,85,128,114
moderate_242_jpg.rf.bbdd0e5ed9ef8db8b782680d7a909851.jpg,256,181,Bumper,72,111,171,160
moderate_242_jpg.rf.bbdd0e5ed9ef8db8b782680d7a909851.jpg,256,181,Fender,121,79,181,111
damage_8461_jpg.rf.bbfa6fee4c5345a11ea9f4dd92fc8cd3.jpg,256,143,Windshield,50,8,228,90
0107_JPEG.rf.bbcdeaca7281b371c3f21205ab063c9c.jpg,256,178,Bonnet,22,1,253,54
0107_JPEG.rf.bbcdeaca7281b371c3f21205ab063c9c.jpg,256,178,Bumper,48,84,221,173
0107_JPEG.rf.bbcdeaca7281b371c3f21205ab063c9c.jpg,256,178,Fender,125,1,255,79
0107_JPEG.rf.bbcdeaca7281b371c3f21205ab063c9c.jpg,256,178,Bumper,4,45,68,152
minor_2_jpg.rf.bbf10bf076441e5a1e7920a60b269d61.jpg,256,191,Bumper,54,41,211,136
damage_3250_jpg.rf.bbeede2f1df193b4b455934d84082f8d.jpg,256,170,Bumper,50,45,192,145
damage_3250_jpg.rf.bbeede2f1df193b4b455934d84082f8d.jpg,256,170,Bumper,75,0,153,52
damage_6225_jpg.rf.bc1221f91e1a04fb61c87d1aed1d56bb.jpg,256,170,Door,171,49,255,166
damage_6225_jpg.rf.bc1221f91e1a04fb61c87d1aed1d56bb.jpg,256,170,Fender,44,57,182,144
moderate_72_jpg.rf.bc12f1776f33c7523c6f445375d7b422.jpg,256,191,Door,77,65,203,132
damage_3951_jpg.rf.bc21e53a74fb20dd9d7ac633af746dbc.jpg,256,170,Door,68,1,216,146
major_251_jpg.rf.bc26ccf7c153a93b0d1c98219ed7d7a8.jpg,256,143,Bumper,43,106,189,143
major_251_jpg.rf.bc26ccf7c153a93b0d1c98219ed7d7a8.jpg,256,143,Dickey,58,69,176,116
moderate_154_jpg.rf.bc223eb51688609c7ccb65c8e7115414.jpg,256,143,Bonnet,0,0,126,73
moderate_154_jpg.rf.bc223eb51688609c7ccb65c8e7115414.jpg,256,143,Bonnet,201,0,233,28
moderate_154_jpg.rf.bc223eb51688609c7ccb65c8e7115414.jpg,256,143,Bumper,55,51,235,108
moderate_154_jpg.rf.bc223eb51688609c7ccb65c8e7115414.jpg,256,143,Fender,0,26,56,108
moderate_154_jpg.rf.bc223eb51688609c7ccb65c8e7115414.jpg,256,143,Bonnet,78,0,212,43
damage_8662_jpg.rf.bc101899adba3c9285224415249e0e10.jpg,256,166,Bumper,12,108,148,154
damage_8662_jpg.rf.bc101899adba3c9285224415249e0e10.jpg,256,166,Light,107,90,143,115
damage_1826_jpg.rf.bc2ccef96ec81ca136c40c256c1b0f6f.jpg,256,170,Bonnet,10,0,220,94
damage_1826_jpg.rf.bc2ccef96ec81ca136c40c256c1b0f6f.jpg,256,170,Bumper,2,74,256,170
damage_3893_jpg.rf.bc281c54350060592b4e013542f2c80a.jpg,256,192,Bumper,9,57,242,190
damage_3893_jpg.rf.bc281c54350060592b4e013542f2c80a.jpg,256,192,Light,89,0,204,68
damage_3893_jpg.rf.bc281c54350060592b4e013542f2c80a.jpg,256,192,Fender,0,0,111,81
moderate_142_jpg.rf.bc2d6b09a68d5408692603005a71a102.jpg,256,183,Bonnet,40,0,232,33
moderate_142_jpg.rf.bc2d6b09a68d5408692603005a71a102.jpg,256,183,Light,96,19,252,87
moderate_142_jpg.rf.bc2d6b09a68d5408692603005a71a102.jpg,256,183,Bumper,93,64,256,155
0113_JPEG.rf.bc8e7e8ff15d169228e4a7d7796ac75e.jpg,256,191,Fender,95,22,197,85
0113_JPEG.rf.bc8e7e8ff15d169228e4a7d7796ac75e.jpg,256,191,Bumper,50,75,141,161
damage_7780_jpg.rf.bc4f51e05110c5f381000596332daf01.jpg,256,179,Bumper,90,116,243,151
0129_jpeg.rf.bca8d448778cdd8a1becdf0c1205aad4.jpg,256,191,Bumper,21,51,174,146
minor_278_jpg.rf.bc3831bc47e3d94403a803b1b598d833.jpg,256,191,Fender,82,58,133,101
0033_JPEG.rf.bc7f63f918576d8ce944d2fc0c0c9f8b.jpg,256,191,Bonnet,91,26,224,108
0033_JPEG.rf.bc7f63f918576d8ce944d2fc0c0c9f8b.jpg,256,191,Bumper,125,96,236,141
0033_JPEG.rf.bc7f63f918576d8ce944d2fc0c0c9f8b.jpg,256,191,Light,209,65,231,96
damage_9038_jpg.rf.bcb01a4fb1699f5e2814e46f95c02f82.jpg,256,191,Bumper,48,116,159,155
moderate_160_jpg.rf.bcc586bdaa0fce40af0f0eb4b7c417c9.jpg,256,191,Bonnet,21,16,227,101
moderate_160_jpg.rf.bcc586bdaa0fce40af0f0eb4b7c417c9.jpg,256,191,Fender,162,43,243,168
moderate_160_jpg.rf.bcc586bdaa0fce40af0f0eb4b7c417c9.jpg,256,191,Bumper,13,75,183,181
damage_1065_jpg.rf.bcfa9ea416309dbcd299049452de6017.jpg,256,168,Bonnet,71,0,256,128
damage_1065_jpg.rf.bcfa9ea416309dbcd299049452de6017.jpg,256,168,Bumper,42,92,256,168
damage_5232_jpg.rf.bcdb68a341fc9694c68f63835070a829.jpg,256,170,Door,0,0,100,110
damage_5232_jpg.rf.bcdb68a341fc9694c68f63835070a829.jpg,256,170,Fender,97,0,204,70
damage_7695_jpg.rf.bd61cc7fd6c16eb0e8b5fca5f4c7a2e8.jpg,256,164,Bumper,75,48,206,157
0007_JPEG.rf.bd37a6614f82992209e764faced75de7.jpg,256,191,Windshield,1,47,255,162
0180_JPEG.rf.bd01458e4cc3b1dbfc7426f62fd27c30.jpg,256,181,Fender,143,1,251,136
damage_5427_jpg.rf.bd13a57696188d084fec6cbb0c3d17c1.jpg,170,256,Fender,0,0,170,195
minor_200_jpg.rf.bd675b84801cee40a843d421d24047b8.jpg,256,169,Bumper,115,98,238,164
moderate_292_jpg.rf.bd9cf3ee260df7605b4fed29cc4c6900.jpg,256,191,Door,154,34,233,134
moderate_292_jpg.rf.bd9cf3ee260df7605b4fed29cc4c6900.jpg,256,191,Door,53,57,163,156
damage_1733_jpg.rf.bd8acd75e13ca324be073b27880fd18d.jpg,256,190,Door,24,0,256,161
damage_5724_jpg.rf.bd6fb835e4ed8de799084324aa2dedfd.jpg,256,171,Bumper,4,25,209,171
damage_6679_jpg.rf.bdb8b370529f86c51d124f071ae21fea.jpg,200,256,Light,1,64,174,168
damage_5804_jpg.rf.bdb34d4201d3c85e1f22934eb75b6e4b.jpg,256,169,Fender,1,16,215,157
major_159_jpg.rf.bda4ecc1a8fa097b87f127f449564cc4.jpg,256,191,Bonnet,3,94,84,130
major_159_jpg.rf.bda4ecc1a8fa097b87f127f449564cc4.jpg,256,191,Windshield,3,79,68,109
moderate_118_jpg.rf.bdcb434ab83c16c0ffcf5b4f124f88e9.jpg,256,191,Windshield,87,28,199,87
0065_JPEG.rf.bdbebcc3bd857f03bc950a45aed0faea.jpg,256,191,Bumper,106,84,220,191
0101_JPEG.rf.bdbba3a44b671382bef5a3a0480fb22d.jpg,256,256,Bumper,7,109,177,231
0101_JPEG.rf.bdbba3a44b671382bef5a3a0480fb22d.jpg,256,256,Light,138,105,216,140
damage_4351_jpg.rf.bdbb711fee722a70360441bebcc45479.jpg,256,191,Bumper,0,90,159,177
damage_4351_jpg.rf.bdbb711fee722a70360441bebcc45479.jpg,256,191,Fender,22,17,130,115
damage_6335_jpg.rf.bde279c3e4a4e96e58540cbcf9404ebc.jpg,256,191,Windshield,0,57,248,191
major_211_jpg.rf.bddb7b1f913aa8f691355fe6637b3166.jpg,256,177,Fender,102,34,185,88
major_211_jpg.rf.bddb7b1f913aa8f691355fe6637b3166.jpg,256,177,Bumper,127,68,256,123
damage_3207_jpg.rf.bddac33754f3138dc1bcc891954906b4.jpg,216,256,Bumper,35,127,184,252
damage_2601_jpg.rf.bde7ee040c140bbe4a7e0d08b9c1c5c1.jpg,256,143,Door,76,18,169,112
damage_2601_jpg.rf.bde7ee040c140bbe4a7e0d08b9c1c5c1.jpg,256,143,Fender,165,27,253,110
damage_2601_jpg.rf.bde7ee040c140bbe4a7e0d08b9c1c5c1.jpg,256,143,Bumper,235,53,256,89
moderate_309_jpg.rf.be242c99c5d731099040f742072ce082.jpg,256,169,Bumper,145,100,215,127
damage_8596_jpg.rf.be20052981a88fe97ba0ce1fa4b0a5f7.jpg,191,256,Fender,1,49,160,183
minor_9_jpg.rf.be32ca215ae41c6a13a37bf09f1fbdd7.jpg,256,170,Bumper,99,50,228,128
minor_9_jpg.rf.be32ca215ae41c6a13a37bf09f1fbdd7.jpg,256,170,Bumper,1,52,64,107
minor_9_jpg.rf.be32ca215ae41c6a13a37bf09f1fbdd7.jpg,256,170,Fender,221,9,256,45
damage_5983_jpg.rf.bdfabe7b55d357cadb90b8bedb8388fe.jpg,256,192,Bumper,0,30,256,192
damage_5661_jpg.rf.be641ceaa8dde425d941702ea46f3341.jpg,256,170,Bumper,80,69,256,169
damage_5661_jpg.rf.be641ceaa8dde425d941702ea46f3341.jpg,256,170,Light,140,0,231,101
damage_6116_jpg.rf.be36d837f8e6749a5b427f85a5a9a07d.jpg,256,170,Fender,0,25,169,168
damage_5604_jpg.rf.be6b2c594d8bff45d70ab89bf52006b5.jpg,256,170,Fender,16,68,61,139
major_232_jpg.rf.be57eb557631fdb35cec006d175aff9a.jpg,256,191,Windshield,186,27,239,64
major_232_jpg.rf.be57eb557631fdb35cec006d175aff9a.jpg,256,191,Dickey,182,23,248,138
major_232_jpg.rf.be57eb557631fdb35cec006d175aff9a.jpg,256,191,Bumper,130,116,246,162
damage_8366_jpg.rf.be712a37dc4909a939b16843f4ab10c1.jpg,256,170,Bumper,103,33,194,152
damage_8366_jpg.rf.be712a37dc4909a939b16843f4ab10c1.jpg,256,170,Fender,52,1,160,31
major_189_jpg.rf.be760e33b0a021915a4cc4314c91e4bc.jpg,256,191,Light,59,85,116,121
major_189_jpg.rf.be760e33b0a021915a4cc4314c91e4bc.jpg,256,191,Bumper,65,113,130,174
major_189_jpg.rf.be760e33b0a021915a4cc4314c91e4bc.jpg,256,191,Fender,39,68,62,117
minor_250_jpg.rf.be72efa5853e438ee08946491aedf4ae.jpg,256,191,Bumper,1,79,217,191
damage_6109_jpg.rf.be7db4042cede8f9e430e57a8dd5c719.jpg,256,192,Bumper,96,32,191,95
moderate_77_jpg.rf.be7dfb8df8056c6f4c14f7171780745b.jpg,256,192,Bonnet,97,39,239,88
damage_5121_jpg.rf.bec4f70e0e2f5671502275e3da5ec894.jpg,256,170,Fender,12,0,247,170
moderate_42_jpg.rf.bdcf7f570e8dc0ce48c80055b94a9e49.jpg,256,143,Dickey,34,18,95,44
moderate_42_jpg.rf.bdcf7f570e8dc0ce48c80055b94a9e49.jpg,256,143,Windshield,82,15,136,43
moderate_42_jpg.rf.bdcf7f570e8dc0ce48c80055b94a9e49.jpg,256,143,Light,36,56,53,78
moderate_42_jpg.rf.bdcf7f570e8dc0ce48c80055b94a9e49.jpg,256,143,Bumper,42,79,86,94
moderate_42_jpg.rf.bdcf7f570e8dc0ce48c80055b94a9e49.jpg,256,143,Fender,71,80,91,85
damage_6886_jpg.rf.bec518e1a42c9b0f741a1646261fd7b3.jpg,256,144,Light,54,5,205,118
damage_876_jpg.rf.beb442bd1deead307ec2d9403541a0c0.jpg,256,170,Light,87,36,255,153
moderate_246_jpg.rf.bed215e3dd77ceb4c0e68c9e53f81b41.jpg,256,187,Bumper,58,67,251,167
moderate_246_jpg.rf.bed215e3dd77ceb4c0e68c9e53f81b41.jpg,256,187,Bonnet,30,12,220,113
damage_3060_jpg.rf.bec9f421fbd8b06e3a54380e981e7dc3.jpg,256,168,Fender,103,2,256,120
damage_3060_jpg.rf.bec9f421fbd8b06e3a54380e981e7dc3.jpg,256,168,Bumper,39,46,249,168
damage_9001_jpg.rf.bed04765619fd8bff4b9cbd3fd9907b5.jpg,256,191,Bumper,76,37,162,170
damage_5257_jpg.rf.bed327b979d2438ec31668cae355f63c.jpg,256,192,Fender,159,29,218,84
damage_5257_jpg.rf.bed327b979d2438ec31668cae355f63c.jpg,256,192,Bumper,200,57,234,129
0022_JPEG.rf.bedb1fe1ff429dcb40131fb1876ade28.jpg,256,191,Bumper,107,102,239,145
damage_2326_jpg.rf.bf0711b2c02abc97c0f421786d269584.jpg,256,169,Fender,28,5,207,114
damage_2326_jpg.rf.bf0711b2c02abc97c0f421786d269584.jpg,256,169,Bumper,131,76,227,169
moderate_37_jpg.rf.beef92dd2f6b88239d05b7697a4ac06c.jpg,256,143,Windshield,87,33,183,92
0007_JPEG.rf.bee2f2007e14580b5dc6e290b82079ae.jpg,256,191,Windshield,0,49,256,154
0187_JPEG.rf.bf18540293ccc2f9b6a1c0361668918a.jpg,256,159,Door,76,9,184,134
0187_JPEG.rf.bf18540293ccc2f9b6a1c0361668918a.jpg,256,159,Fender,2,69,89,145
0187_JPEG.rf.bf18540293ccc2f9b6a1c0361668918a.jpg,256,159,Fender,160,33,242,102
0187_JPEG.rf.bf18540293ccc2f9b6a1c0361668918a.jpg,256,159,Bumper,231,55,247,87
0017_JPEG.rf.bf20de2ee62fe4687f89b4f44fd885bc.jpg,256,170,Bonnet,78,49,227,93
0017_JPEG.rf.bf20de2ee62fe4687f89b4f44fd885bc.jpg,256,170,Bumper,98,83,250,151
major_273_jpg.rf.bf2e27a357e45555a6d74890aece9e38.jpg,256,191,Fender,59,35,242,101
major_273_jpg.rf.bf2e27a357e45555a6d74890aece9e38.jpg,256,191,Bumper,25,56,118,151
damage_8182_jpg.rf.bf2c9776270285e1323fd057257ef5f8.jpg,256,181,Door,65,2,256,160
damage_8182_jpg.rf.bf2c9776270285e1323fd057257ef5f8.jpg,256,181,Dickey,0,44,69,145
moderate_163_jpg.rf.bf54c5705ca00050134d4b6781728dea.jpg,256,150,Bonnet,38,72,140,108
moderate_163_jpg.rf.bf54c5705ca00050134d4b6781728dea.jpg,256,150,Light,33,105,66,119
damage_8917_jpg.rf.bf6de85e9a5a02fa29d317676f3a97f5.jpg,256,191,Bumper,21,83,146,116
damage_8917_jpg.rf.bf6de85e9a5a02fa29d317676f3a97f5.jpg,256,191,Dickey,37,50,119,91
damage_8917_jpg.rf.bf6de85e9a5a02fa29d317676f3a97f5.jpg,256,191,Light,122,63,146,84
damage_8917_jpg.rf.bf6de85e9a5a02fa29d317676f3a97f5.jpg,256,191,Light,10,60,44,85
minor_209_jpg.rf.bf59a3c8e3859d4522a179cc59198af7.jpg,256,170,Light,0,26,63,66
minor_209_jpg.rf.bf59a3c8e3859d4522a179cc59198af7.jpg,256,170,Bumper,5,57,119,125
moderate_230_jpg.rf.bf5a3ae4dfca941f65212957e6f5a809.jpg,256,157,Dickey,24,7,253,94
damage_2988_jpg.rf.bf826ade2a04e6741dc06abb178651c7.jpg,256,170,Bumper,62,48,185,166
damage_2988_jpg.rf.bf826ade2a04e6741dc06abb178651c7.jpg,256,170,Fender,159,0,186,54
damage_2988_jpg.rf.bf826ade2a04e6741dc06abb178651c7.jpg,256,170,Light,50,7,162,69
minor_21_jpg.rf.bf8271f22374e56929d23ddf185289f3.jpg,256,143,Door,110,52,134,112
minor_21_jpg.rf.bf8271f22374e56929d23ddf185289f3.jpg,256,143,Door,128,52,142,117
moderate_187_jpg.rf.bf7400e35840f3adba74ca81dc20c2f8.jpg,168,256,Light,3,78,67,125
moderate_187_jpg.rf.bf7400e35840f3adba74ca81dc20c2f8.jpg,168,256,Fender,19,43,164,124
moderate_187_jpg.rf.bf7400e35840f3adba74ca81dc20c2f8.jpg,168,256,Bumper,0,118,166,212
moderate_187_jpg.rf.bf7400e35840f3adba74ca81dc20c2f8.jpg,168,256,Dickey,0,43,111,81
minor_185_jpg.rf.bf890cc164dee6e4eeb45ea63ddf2b06.jpg,256,143,Bumper,75,45,140,119
damage_6276_jpg.rf.bfb33f47139f7fb3d8bbcdced02960a8.jpg,256,191,Bumper,24,0,256,181
